Ticker,Date,r_t0,r_t1,nnf_MixSector_overall,nnf_IntraSector_overall,nnf_InterSector_overall,nnf_MixSector_pos,nnf_MixSector_neg
AAPL,2016-01-05,-0.0503232536443953,-0.0188722726208361,-0.0251094199191641,-0.0297747001222461,-0.0227767798176231,0.0004177118186287,0.0255271317377928
AAPL,2016-01-07,-0.0013182580624269,0.0042527403098708,-0.0005774777831423,0.004892174703944,-0.0027653387779769,0.0041397807651827,0.0047172585483251
AAPL,2016-01-08,0.0042527403098708,0.0158383423100612,-0.0170674568836507,-0.0069805634539913,-0.0234863890661612,0.0004449532263952,0.0175124101100459
AAPL,2016-01-11,0.0158383423100612,-0.0022900393340505,0.0081254775807928,0.007321018803564,0.0087288216637144,0.0088445423532729,0.00071906477248
AAPL,2016-01-12,-0.0022900393340505,-0.0238058448006435,0.0081668102485622,0.0099738413129473,0.0066609510282414,0.0117970243063617,0.0036302140577994
AAPL,2016-01-15,0.0227130672392332,-0.0342134553595494,0.017654082335818,0.0117454482592355,0.0223809895970839,0.017654082335818,0.0
AAPL,2016-01-19,-0.0342134553595494,0.0204003744257255,-0.028687458926876,-0.0278502283416197,-0.0293769429382635,9.39019664405644e-05,0.0287813608933165
AAPL,2016-01-20,0.0204003744257255,0.016046130988832,0.0160131687563002,0.0168763934611953,0.0152458579075046,0.017078857999551,0.0010656892432508
AAPL,2016-01-21,0.016046130988832,0.02888034844023,0.022266664595465,0.017370874891235,0.0262299229274608,0.022266664595465,0.0
AAPL,2016-01-22,0.02888034844023,-0.0157858825324339,0.0007541733800205,0.0032093170350447,-0.0011672433934765,0.0063907588239326,0.005636585443912
AAPL,2016-01-25,-0.0157858825324339,-0.0397051695206456,-0.0085182914160914,-0.00771152968726,-0.0090768187668208,0.0005513068034819,0.0090695982195734
AAPL,2016-01-26,-0.0397051695206456,-0.0237065308322055,0.005885261105125,0.0057263299097026,0.0059971015759779,0.0085561109540848,0.0026708498489597
AAPL,2016-01-27,-0.0237065308322055,0.010605677944103,0.0022947076465967,-0.0137137377829791,0.0138870301990482,0.0125313003624016,0.0102365927158049
AAPL,2016-01-28,0.010605677944103,0.0175681607175119,0.0048737801056965,0.015424018986389,-0.0022731559102563,0.0149947536404452,0.0101209735347486
AAPL,2016-01-29,0.0175681607175119,-0.0109438790945013,0.0144759137559995,0.0088383846918956,0.018351714987571,0.0148642745918735,0.000388360835874
AAPL,2016-02-01,-0.0109438790945013,-0.0044113084874197,0.0072802803093187,-0.0021890587804985,0.0141903385640502,0.0115514749516709,0.0042711946423522
AAPL,2016-02-02,-0.0044113084874197,0.0090119021309442,-0.0146767979900095,-0.0204832743305313,-0.0104396395793585,0.0006335512252651,0.0153103492152746
AAPL,2016-02-03,0.0090119021309442,0.0068614470253458,-0.0190024763794835,-0.0091213209651172,-0.0268033885487201,0.0028064645973472,0.0218089409768308
AAPL,2016-02-04,0.0068614470253458,-0.0357538742232645,-0.0029846213784508,0.0002116973126116,-0.0056072418429123,0.0065795589386108,0.0095641803170617
AAPL,2016-02-05,-0.0357538742232645,0.0123787729440194,-0.0454726606101969,-0.0478620496534373,-0.043389603495577,3.743306523356164e-06,0.0454764039167202
AAPL,2016-02-08,0.0123787729440194,0.0171393712416727,-0.0111313046433531,-0.0140969289334541,-0.0089228610230651,0.0037268127922085,0.0148581174355616
AAPL,2016-02-09,0.0171393712416727,-0.0224562701984116,0.0143555704413962,0.0140990631709559,0.0145387899202821,0.0192407252331768,0.0048851547917805
AAPL,2016-02-10,-0.0224562701984116,0.0042557783138788,-0.0229805392223378,-0.0296914566888142,-0.0184635755429787,0.0019947685062952,0.024975307728633
