Date,Ticker,Name,Sector
2014-02-01,SYK,Stryker Corp,Health Care
2014-02-01,SYY,Sysco Corp,Consumer Staples
2014-02-01,T,AT&T Inc,Communication Services
2014-02-01,TAP,Molson Coors Beverage Co,Consumer Staples
2014-02-01,TDC,Teradata Corp,Information Technology
2014-02-01,TEG,Integrys Energy Group Inc,Utilities
2014-02-01,TEL,TE Connectivity Ltd,Information Technology
2014-02-01,TFC,Truist Financial Corp,Financials
2014-02-01,TFCFA,TFCF Corp,Communication Services
2014-02-01,TGNA,TEGNA Inc,Communication Services
2014-02-01,TGT,Target Corp,Consumer Discretionary
2014-02-01,THC,Tenet Healthcare Corp,Health Care
2014-02-01,TIF,Tiffany & Co,Consumer Discretionary
2014-02-01,TJX,TJX Cos Inc/The,Consumer Discretionary
2014-02-01,TMO,Thermo Fisher Scientific Inc,Health Care
2014-02-01,TPR,Tapestry Inc,Consumer Discretionary
2014-02-01,TRIP,TripAdvisor Inc,Communication Services
2014-02-01,TROW,T Rowe Price Group Inc,Financials
2014-02-01,TRV,Travelers Cos Inc/The,Financials
2014-02-01,TSCO,Tractor Supply Co,Consumer Discretionary
2014-02-01,TSN,Tyson Foods Inc,Consumer Staples
2014-02-01,TSS,Total System Services Inc,Information Technology
2014-02-01,TWC,Time Warner Cable Inc,Communication Services
2014-02-01,TWX,Time Warner Inc,Communication Services
2014-02-01,TXN,Texas Instruments Inc,Information Technology
2014-02-01,TXT,Textron Inc,Industrials
2014-02-01,UNH,UnitedHealth Group Inc,Health Care
2014-02-01,UNM,Unum Group,Financials
2014-02-01,UNP,Union Pacific Corp,Industrials
2014-02-01,UPS,United Parcel Service Inc,Industrials
2014-02-01,URBN,Urban Outfitters Inc,Consumer Discretionary
2014-02-01,USB,US Bancorp,Financials
2014-02-01,UTX,United Technologies Corp,Industrials
2014-02-01,V,Visa Inc,Information Technology
2014-02-01,VAL,Valaris plc,Energy
2014-02-01,VAR,Varian Medical Systems Inc,Health Care
2014-02-01,VFC,VF Corp,Consumer Discretionary
2014-02-01,VIAB,Viacom Inc,Communication Services
2014-02-01,VIAC,ViacomCBS Inc,Communication Services
2014-02-01,VLO,Valero Energy Corp,Energy
2014-02-01,VMC,Vulcan Materials Co,Materials
2014-02-01,VNO,Vornado Realty Trust,Real Estate
2014-02-01,VRSN,VeriSign Inc,Information Technology
2014-02-01,VRTX,Vertex Pharmaceuticals Inc,Health Care
2014-02-01,VTR,Ventas Inc,Real Estate
2014-02-01,VZ,Verizon Communications Inc,Communication Services
2014-02-01,WAT,Waters Corp,Health Care
2014-02-01,WBA,Walgreens Boots Alliance Inc,Consumer Staples
2014-02-01,WDC,Western Digital Corp,Information Technology
2014-02-01,WEC,WEC Energy Group Inc,Utilities
2014-02-01,WELL,Welltower Inc,Real Estate
2014-02-01,WFC,Wells Fargo & Co,Financials
2014-02-01,WFM,Whole Foods Market Inc,Consumer Staples
2014-02-01,WHR,Whirlpool Corp,Consumer Discretionary
2014-02-01,WINMQ,Windstream Holdings Inc,Communication Services
2014-02-01,WM,Waste Management Inc,Industrials
2014-02-01,WMB,Williams Cos Inc/The,Energy
2014-02-01,WMT,Walmart Inc,Consumer Staples
2014-02-01,WPX,WPX Energy Inc,Energy
2014-02-01,WU,Western Union Co/The,Information Technology
2014-02-01,WY,Weyerhaeuser Co,Real Estate
2014-02-01,WYND,Wyndham Destinations Inc,Consumer Discretionary
2014-02-01,WYNN,Wynn Resorts Ltd,Consumer Discretionary
2014-02-01,X,United States Steel Corp,Materials
2014-02-01,XEL,Xcel Energy Inc,Utilities
2014-02-01,XL,XL Group Ltd,Financials
2014-02-01,XLNX,Xilinx Inc,Information Technology
2014-02-01,XOM,Exxon Mobil Corp,Energy
2014-02-01,XRAY,DENTSPLY SIRONA Inc,Health Care
2014-02-01,XRX,Xerox Holdings Corp,Information Technology
2014-02-01,XYL,Xylem Inc/NY,Industrials
2014-02-01,YUM,Yum! Brands Inc,Consumer Discretionary
2014-02-01,ZBH,Zimmer Biomet Holdings Inc,Health Care
2014-02-01,ZION,Zions Bancorp NA,Financials
2014-02-01,ZTS,Zoetis Inc,Health Care
2014-03-01,A,Agilent Technologies Inc,Health Care
2014-03-01,AA,Alcoa Corp,Materials
2014-03-01,AAPL,Apple Inc,Information Technology
2014-03-01,ABBV,AbbVie Inc,Health Care
2014-03-01,ABC,AmerisourceBergen Corp,Health Care
2014-03-01,ABT,Abbott Laboratories,Health Care
2014-03-01,ACN,Accenture PLC,Information Technology
2014-03-01,ADBE,Adobe Inc,Information Technology
2014-03-01,ADI,Analog Devices Inc,Information Technology
2014-03-01,ADM,Archer-Daniels-Midland Co,Consumer Staples
2014-03-01,ADP,Automatic Data Processing Inc,Information Technology
2014-03-01,ADS,Alliance Data Systems Corp,Information Technology
2014-03-01,ADSK,Autodesk Inc,Information Technology
2014-03-01,AEE,Ameren Corp,Utilities
2014-03-01,AEP,American Electric Power Co Inc,Utilities
2014-03-01,AES,AES Corp/VA,Utilities
2014-03-01,AET,Aetna Inc,Health Care
2014-03-01,AFL,Aflac Inc,Financials
2014-03-01,AGN,Allergan PLC,Health Care
2014-03-01,AIG,American International Group Inc,Financials
2014-03-01,AIV,Apartment Investment & Management Co,Real Estate
2014-03-01,AIZ,Assurant Inc,Financials
2014-03-01,AKAM,Akamai Technologies Inc,Information Technology
2014-03-01,ALL,Allstate Corp/The,Financials
2014-03-01,ALLE,Allegion PLC,Industrials
2014-03-01,ALXN,Alexion Pharmaceuticals Inc,Health Care
2014-03-01,AMAT,Applied Materials Inc,Information Technology
2014-03-01,AME,AMETEK Inc,Industrials
2014-03-01,AMGN,Amgen Inc,Health Care
2014-03-01,AMP,Ameriprise Financial Inc,Financials
2014-03-01,AMT,American Tower Corp,Real Estate
2014-03-01,AMZN,Amazon.com Inc,Consumer Discretionary
2014-03-01,AN,AutoNation Inc,Consumer Discretionary
2014-03-01,ANDV,Andeavor,Energy
2014-03-01,ANTM,Anthem Inc,Health Care
2014-03-01,AON,Aon PLC,Financials
2014-03-01,APA,Apache Corp,Energy
2014-03-01,APC,Anadarko Petroleum Corp,Energy
2014-03-01,APD,Air Products & Chemicals Inc,Materials
2014-03-01,APH,Amphenol Corp,Information Technology
2014-03-01,APTV,Aptiv PLC,Consumer Discretionary
2014-03-01,ARG,Airgas Inc,Materials
2014-03-01,ATI,Allegheny Technologies Inc,Materials
2014-03-01,AVB,AvalonBay Communities Inc,Real Estate
2014-03-01,AVP,Avon Products Inc,Consumer Staples
2014-03-01,AVY,Avery Dennison Corp,Materials
2014-03-01,AXP,American Express Co,Financials
2014-03-01,AZO,AutoZone Inc,Consumer Discretionary
2014-03-01,BA,Boeing Co/The,Industrials
2014-03-01,BAC,Bank of America Corp,Financials
2014-03-01,BAX,Baxter International Inc,Health Care
2014-03-01,BBBY,Bed Bath & Beyond Inc,Consumer Discretionary
2014-03-01,BBY,Best Buy Co Inc,Consumer Discretionary
2014-03-01,BCR,CR Bard Inc,Health Care
2014-03-01,BDX,Becton Dickinson and Co,Health Care
2014-03-01,BEN,Franklin Resources Inc,Financials
2014-03-01,BFB,Brown-Forman Corp,Consumer Staples
2014-03-01,BHI,Baker Hughes a GE Co LLC,Energy
2014-03-01,BIIB,Biogen Inc,Health Care
2014-03-01,BK,Bank of New York Mellon Corp/The,Financials
2014-03-01,BKNG,Booking Holdings Inc,Consumer Discretionary
2014-03-01,BLK,BlackRock Inc,Financials
2014-03-01,BLL,Ball Corp,Materials
2014-03-01,BMS,Bemis Co Inc,Materials
2014-03-01,BMY,Bristol-Myers Squibb Co,Health Care
2014-03-01,BRCM,Broadcom Corp,Information Technology
2014-03-01,BRKB,Berkshire Hathaway Inc,Financials
2014-03-01,BSX,Boston Scientific Corp,Health Care
2014-03-01,BTUUQ,Peabody Energy Corp,Energy
2014-03-01,BWA,BorgWarner Inc,Consumer Discretionary
2014-03-01,BXP,Boston Properties Inc,Real Estate
2014-03-01,C,Citigroup Inc,Financials
2014-03-01,CA,CA Inc,Information Technology
2014-03-01,CAG,Conagra Brands Inc,Consumer Staples
2014-03-01,CAH,Cardinal Health Inc,Health Care
2014-03-01,CAM,Cameron International Corp,Energy
2014-03-01,CAT,Caterpillar Inc,Industrials
2014-03-01,CB,Chubb Ltd,Financials
2014-03-01,CBRE,CBRE Group Inc,Real Estate
2014-03-01,CCEP,Coca-Cola European Partners PLC,Consumer Staples
2014-03-01,CCI,Crown Castle International Corp,Real Estate
2014-03-01,CCL,Carnival Corp,Consumer Discretionary
2014-03-01,CELG,Celgene Corp,Health Care
2014-03-01,CERN,Cerner Corp,Health Care
2014-03-01,CF,CF Industries Holdings Inc,Materials
2014-03-01,CFN,CareFusion Corp,Health Care
2014-03-01,CHK,Chesapeake Energy Corp,Energy
2014-03-01,CHRW,CH Robinson Worldwide Inc,Industrials
2014-03-01,CI,Cigna Corp,Health Care
2014-03-01,CINF,Cincinnati Financial Corp,Financials
2014-03-01,CL,Colgate-Palmolive Co,Consumer Staples
2014-03-01,CLF,Cleveland-Cliffs Inc,Materials
2014-03-01,CLX,Clorox Co/The,Consumer Staples
2014-03-01,CMA,Comerica Inc,Financials
2014-03-01,CMCSA,Comcast Corp,Communication Services
2014-03-01,CME,CME Group Inc,Financials
2014-03-01,CMG,Chipotle Mexican Grill Inc,Consumer Discretionary
2014-03-01,CMI,Cummins Inc,Industrials
2014-03-01,CMS,CMS Energy Corp,Utilities
2014-03-01,CNP,CenterPoint Energy Inc,Utilities
2014-03-01,CNX,CNX Resources Corp,Energy
2014-03-01,COF,Capital One Financial Corp,Financials
2014-03-01,COG,Cabot Oil & Gas Corp,Energy
2014-03-01,COL,Rockwell Collins Inc,Industrials
2014-03-01,COP,ConocoPhillips,Energy
2014-03-01,COST,Costco Wholesale Corp,Consumer Staples
2014-03-01,COV,Covidien Ltd,Health Care
2014-03-01,CPB,Campbell Soup Co,Consumer Staples
2014-03-01,CPRI,Capri Holdings Ltd,Consumer Discretionary
2014-03-01,CRM,salesforce.com Inc,Information Technology
2014-03-01,CSC,Computer Sciences Corp,Information Technology
2014-03-01,CSCO,Cisco Systems Inc,Information Technology
2014-03-01,CSX,CSX Corp,Industrials
2014-03-01,CTAS,Cintas Corp,Industrials
2014-03-01,CTL,CenturyLink Inc,Communication Services
2014-03-01,CTSH,Cognizant Technology Solutions Corp,Information Technology
2014-03-01,CTXS,Citrix Systems Inc,Information Technology
2014-03-01,CVC,Cablevision Systems Corp,Communication Services
2014-03-01,CVS,CVS Health Corp,Health Care
2014-03-01,CVX,Chevron Corp,Energy
2014-03-01,D,Dominion Energy Inc,Utilities
2014-03-01,DAL,Delta Air Lines Inc,Industrials
2014-03-01,DE,Deere & Co,Industrials
2014-03-01,DFS,Discover Financial Services,Financials
2014-03-01,DG,Dollar General Corp,Consumer Discretionary
2014-03-01,DGX,Quest Diagnostics Inc,Health Care
2014-03-01,DHI,DR Horton Inc,Consumer Discretionary
2014-03-01,DHR,Danaher Corp,Health Care
2014-03-01,DIS,Walt Disney Co/The,Communication Services
2014-03-01,DISCA,Discovery Inc,Communication Services
2014-03-01,DLTR,Dollar Tree Inc,Consumer Discretionary
2014-03-01,DNB,Dun & Bradstreet Corp/The,Industrials
2014-03-01,DNR,Denbury Resources Inc,Energy
2014-03-01,DO,Diamond Offshore Drilling Inc,Energy
2014-03-01,DOV,Dover Corp,Industrials
2014-03-01,DRI,Darden Restaurants Inc,Consumer Discretionary
2014-03-01,DTE,DTE Energy Co,Utilities
2014-03-01,DUK,Duke Energy Corp,Utilities
2014-03-01,DVA,DaVita Inc,Health Care
2014-03-01,DVN,Devon Energy Corp,Energy
2014-03-01,EA,Electronic Arts Inc,Communication Services
2014-03-01,EBAY,eBay Inc,Consumer Discretionary
2014-03-01,ECL,Ecolab Inc,Materials
2014-03-01,ED,Consolidated Edison Inc,Utilities
2014-03-01,EFX,Equifax Inc,Industrials
2014-03-01,EIX,Edison International,Utilities
2014-03-01,EL,Estee Lauder Cos Inc/The,Consumer Staples
2014-03-01,EMC,EMC Corp,Information Technology
2014-03-01,EMN,Eastman Chemical Co,Materials
2014-03-01,EMR,Emerson Electric Co,Industrials
2014-03-01,EOG,EOG Resources Inc,Energy
2014-03-01,EQR,Equity Residential,Real Estate
2014-03-01,EQT,EQT Corp,Energy
2014-03-01,ES,Eversource Energy,Utilities
2014-03-01,ESRX,Express Scripts Holding Co,Health Care
2014-03-01,ETFC,E*TRADE Financial Corp,Financials
2014-03-01,ETN,Eaton Corp PLC,Industrials
2014-03-01,ETR,Entergy Corp,Utilities
2014-03-01,EW,Edwards Lifesciences Corp,Health Care
2014-03-01,EXC,Exelon Corp,Utilities
2014-03-01,EXPD,Expeditors International of Washington I,Industrials
2014-03-01,EXPE,Expedia Group Inc,Consumer Discretionary
2014-03-01,F,Ford Motor Co,Consumer Discretionary
2014-03-01,FAST,Fastenal Co,Industrials
2014-03-01,FB,Facebook Inc,Communication Services
2014-03-01,FCX,Freeport-McMoRan Inc,Materials
2014-03-01,FDO,Family Dollar Stores Inc,Consumer Discretionary
2014-03-01,FDX,FedEx Corp,Industrials
2014-03-01,FE,FirstEnergy Corp,Utilities
2014-03-01,FFIV,F5 Networks Inc,Information Technology
2014-03-01,FIS,Fidelity National Information Services I,Information Technology
2014-03-01,FISV,Fiserv Inc,Information Technology
2014-03-01,FITB,Fifth Third Bancorp,Financials
2014-03-01,FLIR,FLIR Systems Inc,Information Technology
2014-03-01,FLR,Fluor Corp,Industrials
2014-03-01,FLS,Flowserve Corp,Industrials
2014-03-01,FMC,FMC Corp,Materials
2014-03-01,FOSL,Fossil Group Inc,Consumer Discretionary
2014-03-01,FRX,Forest Laboratories Inc,
2014-03-01,FSLR,First Solar Inc,Information Technology
2014-03-01,FTI,TechnipFMC PLC,Energy
2014-03-01,FTR,Frontier Communications Corp,Communication Services
2014-03-01,GAS,Southern Co Gas,Utilities
2014-03-01,GD,General Dynamics Corp,Industrials
2014-03-01,GE,General Electric Co,Industrials
2014-03-01,GGP,Brookfield Property REIT Inc,Real Estate
2014-03-01,GHC,Graham Holdings Co,Consumer Discretionary
2014-03-01,GILD,Gilead Sciences Inc,Health Care
2014-03-01,GIS,General Mills Inc,Consumer Staples
2014-03-01,GL,Globe Life Inc,Financials
2014-03-01,GLW,Corning Inc,Information Technology
2014-03-01,GM,General Motors Co,Consumer Discretionary
2014-03-01,GME,GameStop Corp,Consumer Discretionary
2014-03-01,GNW,Genworth Financial Inc,Financials
2014-03-01,GOOGL,Alphabet Inc,Communication Services
2014-03-01,GPC,Genuine Parts Co,Consumer Discretionary
2014-03-01,GPS,Gap Inc/The,Consumer Discretionary
2014-03-01,GRMN,Garmin Ltd,Consumer Discretionary
2014-03-01,GS,Goldman Sachs Group Inc/The,Financials
2014-03-01,GT,Goodyear Tire & Rubber Co/The,Consumer Discretionary
2014-03-01,GWW,WW Grainger Inc,Industrials
2014-03-01,HAL,Halliburton Co,Energy
2014-03-01,HAR,Harman International Industries Inc,Consumer Discretionary
2014-03-01,HAS,Hasbro Inc,Consumer Discretionary
2014-03-01,HBAN,Huntington Bancshares Inc/OH,Financials
2014-03-01,HCBK,Hudson City Bancorp Inc,Financials
2014-03-01,HD,Home Depot Inc/The,Consumer Discretionary
2014-03-01,HES,Hess Corp,Energy
2014-03-01,HIG,Hartford Financial Services Group Inc/Th,Financials
2014-03-01,HOG,Harley-Davidson Inc,Consumer Discretionary
2014-03-01,HON,Honeywell International Inc,Industrials
2014-03-01,HOT,Starwood Hotels & Resorts Worldwide LLC,Consumer Discretionary
2014-03-01,HP,Helmerich & Payne Inc,Energy
2014-03-01,HPQ,HP Inc,Information Technology
2014-03-01,HRB,H&R Block Inc,Consumer Discretionary
2014-03-01,HRL,Hormel Foods Corp,Consumer Staples
2014-03-01,HSP,Hospira Inc,Health Care
2014-03-01,HST,Host Hotels & Resorts Inc,Real Estate
2014-03-01,HSY,Hershey Co/The,Consumer Staples
2014-03-01,HUM,Humana Inc,Health Care
2014-03-01,IBM,International Business Machines Corp,Information Technology
2014-03-01,ICE,Intercontinental Exchange Inc,Financials
2014-03-01,IFF,International Flavors & Fragrances Inc,Materials
2014-03-01,INTC,Intel Corp,Information Technology
2014-03-01,INTU,Intuit Inc,Information Technology
2014-03-01,IP,International Paper Co,Materials
2014-03-01,IPG,Interpublic Group of Cos Inc/The,Communication Services
2014-03-01,IR,Ingersoll-Rand PLC,Industrials
2014-03-01,IRM,Iron Mountain Inc,Real Estate
2014-03-01,ISRG,Intuitive Surgical Inc,Health Care
2014-03-01,ITW,Illinois Tool Works Inc,Industrials
2014-03-01,IVZ,Invesco Ltd,Financials
2014-03-01,J,Jacobs Engineering Group Inc,Industrials
2014-03-01,JBL,Jabil Inc,Information Technology
2014-03-01,JCI,Johnson Controls International plc,Industrials
2014-03-01,JEF,Jefferies Financial Group Inc,Financials
2014-03-01,JNJ,Johnson & Johnson,Health Care
2014-03-01,JNPR,Juniper Networks Inc,Information Technology
2014-03-01,JOY,Komatsu Mining Corp,Industrials
2014-03-01,JPM,JPMorgan Chase & Co,Financials
2014-03-01,JWN,Nordstrom Inc,Consumer Discretionary
2014-03-01,K,Kellogg Co,Consumer Staples
2014-03-01,KDP,Keurig Dr Pepper Inc,Consumer Staples
2014-03-01,KEY,KeyCorp,Financials
2014-03-01,KIM,Kimco Realty Corp,Real Estate
2014-03-01,KLAC,KLA Corp,Information Technology
2014-03-01,KMB,Kimberly-Clark Corp,Consumer Staples
2014-03-01,KMI,Kinder Morgan Inc/DE,Energy
2014-03-01,KMX,CarMax Inc,Consumer Discretionary
2014-03-01,KO,Coca-Cola Co/The,Consumer Staples
2014-03-01,KR,Kroger Co/The,Consumer Staples
2014-03-01,KRFT,Kraft Foods Group Inc,Consumer Staples
2014-03-01,KSS,Kohl's Corp,Consumer Discretionary
2014-03-01,KSU,Kansas City Southern,Industrials
2014-03-01,L,Loews Corp,Financials
2014-03-01,LB,L Brands Inc,Consumer Discretionary
2014-03-01,LEG,Leggett & Platt Inc,Consumer Discretionary
2014-03-01,LEN,Lennar Corp,Consumer Discretionary
2014-03-01,LH,Laboratory Corp of America Holdings,Health Care
2014-03-01,LHX,L3Harris Technologies Inc,Industrials
2014-03-01,LLL,L3 Technologies Inc,Industrials
2014-03-01,LLTC,Linear Technology Corp,Information Technology
2014-03-01,LLY,Eli Lilly & Co,Health Care
2014-03-01,LM,Legg Mason Inc,Financials
2014-03-01,LMT,Lockheed Martin Corp,Industrials
2014-03-01,LNC,Lincoln National Corp,Financials
2014-03-01,LO,Lorillard LLC,Consumer Staples
2014-03-01,LOW,Lowe's Cos Inc,Consumer Discretionary
2014-03-01,LRCX,Lam Research Corp,Information Technology
2014-03-01,LUV,Southwest Airlines Co,Industrials
2014-03-01,LYB,LyondellBasell Industries NV,Materials
2014-03-01,M,Macy's Inc,Consumer Discretionary
2014-03-01,MA,Mastercard Inc,Information Technology
2014-03-01,MAC,Macerich Co/The,Real Estate
2014-03-01,MAR,Marriott International Inc/MD,Consumer Discretionary
2014-03-01,MAS,Masco Corp,Industrials
2014-03-01,MAT,Mattel Inc,Consumer Discretionary
2014-03-01,MCD,McDonald's Corp,Consumer Discretionary
2014-03-01,MCHP,Microchip Technology Inc,Information Technology
2014-03-01,MCK,McKesson Corp,Health Care
2014-03-01,MCO,Moody's Corp,Financials
2014-03-01,MDLZ,Mondelez International Inc,Consumer Staples
2014-03-01,MDT,Medtronic PLC,Health Care
2014-03-01,MET,MetLife Inc,Financials
2014-03-01,MHK,Mohawk Industries Inc,Consumer Discretionary
2014-03-01,MJN,Mead Johnson Nutrition Co,Consumer Staples
2014-03-01,MKC,McCormick & Co Inc/MD,Consumer Staples
2014-03-01,MMC,Marsh & McLennan Cos Inc,Financials
2014-03-01,MMM,3M Co,Industrials
2014-03-01,MO,Altria Group Inc,Consumer Staples
2014-03-01,MON,Monsanto Co,Materials
2014-03-01,MOS,Mosaic Co/The,Materials
2014-03-01,MPC,Marathon Petroleum Corp,Energy
2014-03-01,MRK,Merck & Co Inc,Health Care
2014-03-01,MRO,Marathon Oil Corp,Energy
2014-03-01,MS,Morgan Stanley,Financials
2014-03-01,MSFT,Microsoft Corp,Information Technology
2014-03-01,MSI,Motorola Solutions Inc,Information Technology
2014-03-01,MTB,M&T Bank Corp,Financials
2014-03-01,MU,Micron Technology Inc,Information Technology
2014-03-01,MUR,Murphy Oil Corp,Energy
2014-03-01,MWV,WestRock MWV LLC,Materials
2014-03-01,MYL,Mylan NV,Health Care
2014-03-01,NBL,Noble Energy Inc,Energy
2014-03-01,NBR,Nabors Industries Ltd,Energy
2014-03-01,NDAQ,Nasdaq Inc,Financials
2014-03-01,NE,Noble Corp plc,Energy
2014-03-01,NEE,NextEra Energy Inc,Utilities
2014-03-01,NEM,Newmont Corp,Materials
2014-03-01,NFLX,Netflix Inc,Communication Services
2014-03-01,NFX,Newfield Exploration Co,Energy
2014-03-01,NI,NiSource Inc,Utilities
2014-03-01,NKE,NIKE Inc,Consumer Discretionary
2014-03-01,NLOK,NortonLifeLock Inc,Information Technology
2014-03-01,NOC,Northrop Grumman Corp,Industrials
2014-03-01,NOV,National Oilwell Varco Inc,Energy
2014-03-01,NRG,NRG Energy Inc,Utilities
2014-03-01,NSC,Norfolk Southern Corp,Industrials
2014-03-01,NTAP,NetApp Inc,Information Technology
2014-03-01,NTRS,Northern Trust Corp,Financials
2014-03-01,NUE,Nucor Corp,Materials
2014-03-01,NVDA,NVIDIA Corp,Information Technology
2014-03-01,NWL,Newell Brands Inc,Consumer Discretionary
2014-03-01,NWSA,News Corp,Communication Services
2014-03-01,OKE,ONEOK Inc,Energy
2014-03-01,OMC,Omnicom Group Inc,Communication Services
2014-03-01,ORCL,Oracle Corp,Information Technology
2014-03-01,ORLY,O'Reilly Automotive Inc,Consumer Discretionary
2014-03-01,OXY,Occidental Petroleum Corp,Energy
2014-03-01,PAYX,Paychex Inc,Information Technology
2014-03-01,PBCT,People's United Financial Inc,Financials
2014-03-01,PBI,Pitney Bowes Inc,Industrials
2014-03-01,PCAR,PACCAR Inc,Industrials
2014-03-01,PCG,PG&E Corp,Utilities
2014-03-01,PCL,Plum Creek Timber Co Inc,Real Estate
2014-03-01,PCP,Precision Castparts Corp,Industrials
2014-03-01,PDCO,Patterson Cos Inc,Health Care
2014-03-01,PEAK,Healthpeak Properties Inc,Real Estate
2014-03-01,PEG,Public Service Enterprise Group Inc,Utilities
2014-03-01,PEP,PepsiCo Inc,Consumer Staples
2014-03-01,PETM,PetSmart Inc,Consumer Discretionary
2014-03-01,PFE,Pfizer Inc,Health Care
2014-03-01,PFG,Principal Financial Group Inc,Financials
2014-03-01,PG,Procter & Gamble Co/The,Consumer Staples
2014-03-01,PGR,Progressive Corp/The,Financials
2014-03-01,PH,Parker-Hannifin Corp,Industrials
2014-03-01,PHM,PulteGroup Inc,Consumer Discretionary
2014-03-01,PKI,PerkinElmer Inc,Health Care
2014-03-01,PLD,Prologis Inc,Real Estate
2014-03-01,PM,Philip Morris International Inc,Consumer Staples
2014-03-01,PNC,PNC Financial Services Group Inc/The,Financials
2014-03-01,PNR,Pentair PLC,Industrials
2014-03-01,PNW,Pinnacle West Capital Corp,Utilities
2014-03-01,POM,Pepco Holdings LLC,Utilities
2014-03-01,PPG,PPG Industries Inc,Materials
2014-03-01,PPL,PPL Corp,Utilities
2014-03-01,PRGO,Perrigo Co PLC,Health Care
2014-03-01,PRU,Prudential Financial Inc,Financials
2014-03-01,PSA,Public Storage,Real Estate
2014-03-01,PSX,Phillips 66,Energy
2014-03-01,PVH,PVH Corp,Consumer Discretionary
2014-03-01,PWR,Quanta Services Inc,Industrials
2014-03-01,PX,Praxair Inc,Materials
2014-03-01,PXD,Pioneer Natural Resources Co,Energy
2014-03-01,QCOM,QUALCOMM Inc,Information Technology
2014-03-01,QEP,QEP Resources Inc,Energy
2014-03-01,R,Ryder System Inc,Industrials
2014-03-01,RAI,Reynolds American Inc,Consumer Staples
2014-03-01,RDC,Rowan Cos Ltd,Energy
2014-03-01,REGN,Regeneron Pharmaceuticals Inc,Health Care
2014-03-01,RF,Regions Financial Corp,Financials
2014-03-01,RHI,Robert Half International Inc,Industrials
2014-03-01,RHT,Red Hat Inc,Information Technology
2014-03-01,RIG,Transocean Ltd,Energy
2014-03-01,RL,Ralph Lauren Corp,Consumer Discretionary
2014-03-01,ROK,Rockwell Automation Inc,Industrials
2014-03-01,ROP,Roper Technologies Inc,Industrials
2014-03-01,ROST,Ross Stores Inc,Consumer Discretionary
2014-03-01,RRC,Range Resources Corp,Energy
2014-03-01,RSG,Republic Services Inc,Industrials
2014-03-01,RTN,Raytheon Co,Industrials
2014-03-01,SBUX,Starbucks Corp,Consumer Discretionary
2014-03-01,SCG,SCANA Corp,Utilities
2014-03-01,SCHW,Charles Schwab Corp/The,Financials
2014-03-01,SEE,Sealed Air Corp,Materials
2014-03-01,SHW,Sherwin-Williams Co/The,Materials
2014-03-01,SIAL,Sigma-Aldrich Corp,Materials
2014-03-01,SJM,JM Smucker Co/The,Consumer Staples
2014-03-01,SLB,Schlumberger Ltd,Energy
2014-03-01,SLM,SLM Corp,Financials
2014-03-01,SNA,Snap-on Inc,Industrials
2014-03-01,SNDK,SanDisk LLC,Information Technology
2014-03-01,SNI,Scripps Networks Interactive Inc,Communication Services
2014-03-01,SO,Southern Co/The,Utilities
2014-03-01,SPG,Simon Property Group Inc,Real Estate
2014-03-01,SPGI,S&P Global Inc,Financials
2014-03-01,SPLS,Staples Inc,Consumer Discretionary
2014-03-01,SRCL,Stericycle Inc,Industrials
2014-03-01,SRE,Sempra Energy,Utilities
2014-03-01,STI,SunTrust Banks Inc,Financials
2014-03-01,STJ,St Jude Medical Inc,Health Care
2014-03-01,STT,State Street Corp,Financials
2014-03-01,STX,Seagate Technology PLC,Information Technology
2014-03-01,STZ,Constellation Brands Inc,Consumer Staples
2014-03-01,SWK,Stanley Black & Decker Inc,Industrials
2014-03-01,SWN,Southwestern Energy Co,Energy
2014-03-01,SWY,Safeway Inc,Consumer Staples
2014-03-01,SYK,Stryker Corp,Health Care
2014-03-01,SYY,Sysco Corp,Consumer Staples
2014-03-01,T,AT&T Inc,Communication Services
2014-03-01,TAP,Molson Coors Beverage Co,Consumer Staples
2014-03-01,TDC,Teradata Corp,Information Technology
2014-03-01,TEG,Integrys Energy Group Inc,Utilities
2014-03-01,TEL,TE Connectivity Ltd,Information Technology
2014-03-01,TFC,Truist Financial Corp,Financials
2014-03-01,TFCFA,TFCF Corp,Communication Services
2014-03-01,TGNA,TEGNA Inc,Communication Services
2014-03-01,TGT,Target Corp,Consumer Discretionary
2014-03-01,THC,Tenet Healthcare Corp,Health Care
2014-03-01,TIF,Tiffany & Co,Consumer Discretionary
2014-03-01,TJX,TJX Cos Inc/The,Consumer Discretionary
2014-03-01,TMO,Thermo Fisher Scientific Inc,Health Care
2014-03-01,TPR,Tapestry Inc,Consumer Discretionary
2014-03-01,TRIP,TripAdvisor Inc,Communication Services
2014-03-01,TROW,T Rowe Price Group Inc,Financials
2014-03-01,TRV,Travelers Cos Inc/The,Financials
2014-03-01,TSCO,Tractor Supply Co,Consumer Discretionary
2014-03-01,TSN,Tyson Foods Inc,Consumer Staples
2014-03-01,TSS,Total System Services Inc,Information Technology
2014-03-01,TWC,Time Warner Cable Inc,Communication Services
2014-03-01,TWX,Time Warner Inc,Communication Services
2014-03-01,TXN,Texas Instruments Inc,Information Technology
2014-03-01,TXT,Textron Inc,Industrials
2014-03-01,UNH,UnitedHealth Group Inc,Health Care
2014-03-01,UNM,Unum Group,Financials
2014-03-01,UNP,Union Pacific Corp,Industrials
2014-03-01,UPS,United Parcel Service Inc,Industrials
